student_id,age,year_of_study,department,attendance_percentage,cgpa_previous_sem,daily_study_hours,weekly_study_hours,study_sessions_per_week,assignment_submission_rate,late_submission_count,revision_frequency_per_week,lms_login_frequency_per_week,lms_time_spent_hours_per_week,video_lectures_watched_per_week,video_completion_rate,practice_quiz_attempts,discussion_forum_posts,resource_diversity_score,class_participation_score,search_skill_score,source_evaluation_score,information_filtering_score,quiz_average_score,midterm_score,assignment_average_score,motivation_level,stress_level,procrastination_score,time_management_score,learning_outcome
STU01948,19,4,Business,55.1,3.64,4.6,26.8,6,73.7,3,5,5,6.3,5,60.5,7,3,6.4,57.1,66.6,52.5,57.8,54.3,57.9,78.6,3,3,3,7,Good
STU01949,19,2,Civil,67.7,3.64,6.0,36.3,5,72.9,2,5,9,8.3,6,67.1,7,6,7.6,66.5,66.2,42.7,56.5,45.3,52.5,67.2,4,2,3,8,Excellent
STU01950,19,2,Physics,49.2,3.46,4.4,25.6,5,67.6,4,4,3,1.8,5,47.7,6,3,4.9,45.4,73.6,68.0,67.5,52.6,59.2,57.6,2,2,3,7,Good
STU01951,19,4,Computer Science,75.8,3.12,7.1,42.6,5,78.5,4,7,9,5.0,7,74.7,9,5,8.0,76.1,45.8,50.4,61.1,54.4,52.4,63.0,5,3,4,5,Good
STU01952,21,4,Electronics,54.3,2.95,4.6,27.4,6,61.0,6,3,5,3.6,6,45.2,6,2,5.6,46.6,65.3,51.3,52.5,41.5,44.8,52.5,3,4,4,5,Average
STU01953,21,1,Civil,60.0,3.43,6.1,36.3,5,56.3,4,3,8,2.5,5,62.3,8,3,6.7,68.6,89.7,67.8,69.4,64.9,68.1,56.2,4,3,5,4,Excellent
STU01954,18,4,Civil,43.1,2.58,3.5,20.1,5,39.4,6,3,4,2.5,4,41.1,6,2,4.1,57.7,71.2,73.8,56.1,56.6,51.9,27.8,2,4,7,4,Average
STU01955,20,3,Mathematics,40.0,3.13,2.9,17.8,6,70.6,2,4,1,0.9,0,35.9,2,1,4.0,34.7,71.4,64.9,76.1,35.4,49.8,65.7,2,2,1,9,Average
STU01956,18,1,Electronics,79.3,3.42,5.9,36.2,5,72.2,5,5,6,6.9,6,52.0,10,4,5.9,69.0,65.2,53.9,49.6,56.8,53.4,62.4,5,4,4,6,Good
STU01957,19,4,Mechanical,60.0,3.28,4.8,28.8,6,69.9,3,5,5,4.5,6,56.5,7,3,6.0,52.1,57.6,60.3,53.5,51.6,42.2,65.1,3,1,3,7,Good
STU01958,18,2,Computer Science,78.1,4.0,5.9,36.1,5,69.9,4,5,8,5.5,6,78.3,9,4,7.6,75.3,58.5,43.7,52.0,60.6,69.9,63.3,5,2,3,6,Excellent
STU01959,23,2,Electronics,54.1,3.06,4.4,26.7,6,59.3,3,6,5,3.9,4,52.1,6,3,6.4,59.6,77.6,58.3,57.3,50.0,57.3,56.6,3,3,4,6,Good
STU01960,20,1,Electronics,61.2,3.34,5.5,33.3,5,53.6,4,5,7,5.0,6,58.9,10,3,6.7,69.4,57.6,59.3,52.6,60.3,45.5,65.8,4,3,4,5,Good
STU01961,19,2,Mathematics,92.5,4.0,7.5,45.7,6,95.5,3,8,12,8.9,8,89.5,10,5,8.6,80.3,78.7,69.7,74.4,68.2,75.5,89.9,5,4,2,8,Excellent
STU01962,19,4,Electronics,50.9,2.78,4.5,27.9,5,65.4,5,4,6,6.4,4,58.4,5,2,5.6,45.4,55.6,47.3,47.7,36.9,42.6,57.2,2,2,4,6,Good
STU01963,21,4,Computer Science,46.3,2.33,3.6,21.5,5,42.7,6,3,5,5.1,4,45.2,4,2,4.9,54.2,56.3,44.3,58.5,40.8,41.7,43.2,3,2,7,3,Average
STU01964,18,1,Computer Science,58.9,3.17,4.4,26.5,5,53.8,8,4,6,2.9,6,50.3,8,7,4.9,59.5,68.3,54.6,50.2,54.2,48.9,42.3,3,2,6,4,Good
STU01965,18,1,Computer Science,45.2,2.7,3.1,19.3,5,37.5,8,3,6,5.6,4,38.4,5,2,3.1,61.2,59.1,47.5,44.4,45.9,48.3,35.2,3,2,8,3,Poor
STU01966,20,4,Business,40.0,2.75,3.1,20.2,5,42.4,6,2,4,3.8,3,23.1,4,3,2.4,47.8,67.2,49.3,45.6,50.4,39.9,36.0,2,2,6,3,Average
STU01967,20,1,Computer Science,55.5,2.47,5.3,32.9,5,74.8,3,7,8,8.6,6,59.8,8,3,5.9,51.9,35.8,25.0,46.8,39.5,21.3,65.6,4,4,2,8,Average
STU01968,20,4,Mathematics,55.0,3.85,5.5,33.4,5,67.6,3,4,6,4.7,5,51.0,7,3,5.5,58.4,68.7,72.0,62.4,58.6,68.6,69.2,3,2,4,6,Excellent
STU01969,18,2,Computer Science,58.1,4.0,5.4,33.0,5,56.9,5,5,9,10.0,5,59.0,6,4,5.5,65.2,87.9,65.3,81.8,64.9,67.4,62.9,3,4,5,5,Excellent
STU01970,21,2,Business,66.0,3.0,5.5,33.4,5,56.1,7,4,7,3.0,6,73.1,7,3,6.6,69.1,62.9,60.1,59.1,54.9,55.6,41.8,5,4,7,4,Good
STU01971,21,3,Electronics,54.9,2.64,3.6,22.1,5,46.7,6,4,5,5.4,6,49.6,5,3,4.5,50.8,51.5,43.9,54.5,47.0,42.7,40.5,3,2,6,4,Average
STU01972,20,3,Electronics,40.0,2.47,4.5,27.4,5,69.2,5,4,4,2.6,2,41.1,3,1,3.5,44.5,61.9,51.9,65.7,39.2,52.0,45.9,3,3,6,6,Average
STU01973,19,2,Electronics,78.4,2.91,6.2,37.5,5,66.0,7,5,10,9.8,7,76.1,11,4,6.5,74.8,46.9,61.8,41.4,50.9,50.5,56.4,5,5,5,5,Average
STU01974,24,2,Computer Science,40.0,1.63,2.6,15.7,6,44.3,4,2,2,1.7,1,22.4,3,1,4.2,20.0,54.6,50.0,53.8,29.4,33.2,42.6,2,3,5,6,Poor
STU01975,19,3,Mechanical,69.8,3.4,5.3,32.3,5,62.6,5,5,8,4.1,5,67.9,7,3,7.4,59.6,46.2,53.4,57.9,43.5,59.4,64.1,4,2,4,5,Excellent
STU01976,21,4,Mathematics,40.0,2.45,4.2,25.4,6,43.9,6,3,4,4.0,3,49.3,4,3,4.2,45.7,62.6,45.8,57.3,39.6,41.0,52.3,2,4,6,4,Average
STU01977,21,4,Physics,54.1,3.05,4.1,24.4,5,46.9,7,3,7,7.4,6,61.1,8,3,5.7,71.7,34.1,45.9,38.8,48.7,31.4,32.9,4,3,7,2,Average
STU01978,18,3,Civil,64.1,3.81,5.9,35.1,5,54.4,5,5,7,7.4,8,67.7,7,3,5.8,72.6,74.0,81.2,68.4,61.1,61.4,55.9,5,4,7,4,Excellent
STU01979,22,1,Computer Science,40.0,3.16,2.8,17.7,5,51.0,6,3,6,6.0,3,38.5,4,1,4.3,41.0,71.4,61.0,67.5,52.9,57.4,39.3,3,4,7,3,Average
STU01980,20,2,Business,75.9,4.0,6.3,37.6,5,81.7,4,6,7,6.7,6,64.6,7,4,7.3,77.2,63.2,72.6,83.7,68.1,76.5,63.7,3,2,3,6,Excellent
STU01981,20,1,Electronics,40.0,2.38,3.5,20.5,5,56.6,4,4,5,2.7,2,49.9,5,3,3.3,38.1,48.2,41.2,46.9,36.4,38.2,42.7,3,3,5,4,Average
STU01982,22,3,Mechanical,40.0,1.91,2.9,16.9,5,36.8,5,3,1,0.9,2,27.7,4,2,3.6,32.1,44.2,40.8,37.5,20.0,20.0,36.6,3,3,5,5,Poor
STU01983,19,3,Computer Science,41.8,2.22,2.5,14.5,5,42.3,5,4,4,1.8,2,29.9,3,1,3.6,33.5,50.9,56.8,54.5,33.6,29.1,39.6,1,4,5,4,Poor
STU01984,18,4,Mechanical,51.1,2.34,4.1,23.1,4,44.2,6,2,8,6.5,5,57.2,5,4,5.3,58.5,50.6,47.2,46.2,41.7,52.7,31.4,3,1,7,2,Average
STU01985,21,3,Business,63.0,2.72,5.4,30.9,5,72.1,4,5,7,7.7,6,68.9,7,4,6.9,69.9,43.8,41.1,41.3,38.5,41.6,59.5,3,2,5,6,Good
STU01986,21,1,Computer Science,73.5,3.53,6.2,36.6,6,80.2,4,6,6,3.4,7,67.8,10,4,6.2,61.9,49.3,57.9,44.9,66.2,74.7,70.8,5,2,4,7,Good
STU01987,20,4,Civil,54.7,3.74,5.5,32.1,4,64.0,2,6,5,3.7,4,56.3,6,4,5.8,50.3,73.5,71.8,78.1,56.3,60.2,71.4,3,4,2,7,Good
STU01988,21,3,Electronics,42.0,1.95,4.2,26.3,5,57.8,7,5,4,2.7,4,41.6,5,3,5.5,26.9,32.3,27.9,29.4,28.7,27.8,37.7,3,2,5,7,Poor
STU01989,20,2,Electronics,40.0,3.08,3.6,21.8,5,57.6,3,4,5,1.7,2,34.5,4,2,4.1,42.0,65.4,58.5,83.3,49.1,56.7,55.5,1,3,4,6,Good
STU01990,18,3,Electronics,64.2,3.11,6.0,34.6,4,70.5,7,5,6,5.8,5,63.2,6,6,6.4,60.2,61.0,51.3,43.4,42.0,48.5,60.9,3,3,4,6,Good
STU01991,18,1,Business,74.5,4.0,7.0,41.4,4,66.2,6,5,8,8.4,9,78.4,8,5,7.2,82.1,70.0,75.9,71.2,66.6,70.8,67.8,4,3,5,5,Excellent
STU01992,20,1,Computer Science,66.6,3.33,5.4,33.1,5,41.8,6,4,7,5.2,5,63.8,7,4,6.4,68.0,61.7,60.3,49.2,58.1,47.6,50.3,4,4,7,4,Good
STU01993,20,1,Electronics,60.9,2.98,4.9,28.7,5,57.6,6,5,7,4.1,7,75.9,8,4,6.9,78.6,73.2,69.1,45.1,59.7,62.2,51.2,4,3,7,4,Good
STU01994,19,1,Electronics,61.5,3.78,5.9,35.6,5,57.4,6,5,7,3.6,7,58.0,6,3,5.2,58.0,67.9,58.2,66.0,67.8,53.5,55.4,3,4,5,5,Excellent
STU01995,18,2,Electronics,78.7,4.0,7.1,40.7,5,72.0,2,7,10,9.8,7,84.1,9,6,8.4,87.7,83.7,78.7,79.1,71.5,76.2,76.3,4,3,3,7,Excellent
STU01996,18,4,Mechanical,40.0,2.94,2.8,17.1,6,35.4,6,1,4,2.0,4,34.9,2,1,2.8,48.6,93.8,71.2,79.5,50.9,51.6,36.4,1,2,7,3,Average
STU01997,19,2,Mechanical,56.3,2.6,5.3,30.1,6,57.4,4,4,7,8.0,7,58.7,7,4,6.3,53.6,53.4,38.3,36.6,41.9,47.4,47.5,4,1,6,5,Average
STU01998,20,4,Mathematics,63.7,3.36,5.8,35.0,5,53.7,5,5,9,8.1,8,71.2,7,4,6.4,61.9,60.4,51.7,51.0,61.8,56.8,51.9,5,3,5,4,Good
STU01999,21,4,Electronics,40.0,2.11,3.4,19.9,6,55.7,4,3,3,3.3,2,24.2,3,3,4.2,43.6,50.4,47.5,49.2,29.0,38.2,36.9,2,4,5,5,Poor
STU02000,19,1,Civil,61.4,1.97,4.9,28.6,4,60.5,5,4,7,5.1,6,54.1,7,4,5.1,59.2,34.4,34.0,30.9,31.9,27.2,41.5,3,4,6,5,Poor
STU02001,19,1,Electronics,64.0,3.46,4.6,27.7,5,55.1,5,3,6,5.8,4,48.2,6,4,4.0,63.0,84.4,54.4,65.0,52.6,58.1,50.0,4,3,5,5,Good
STU02002,22,3,Mechanical,43.0,3.36,3.9,22.3,5,38.1,6,3,5,2.8,4,40.4,4,3,4.4,50.1,66.8,58.5,64.6,52.8,52.7,39.7,3,2,6,3,Good
STU02003,18,4,Computer Science,40.6,3.17,4.1,23.6,5,71.7,2,5,3,1.7,3,29.2,3,5,5.4,44.0,60.2,58.8,81.5,43.9,59.1,64.0,3,1,3,8,Good
STU02004,18,3,Mechanical,56.5,3.35,4.7,28.5,6,39.8,9,4,10,5.8,7,70.1,7,5,5.7,83.8,58.7,57.9,50.8,65.8,51.5,46.0,4,3,8,3,Good
STU02005,20,3,Mechanical,40.0,2.58,2.3,14.3,6,40.5,7,3,4,4.1,3,35.6,3,2,3.5,39.6,58.1,53.0,58.9,37.7,46.7,29.9,3,3,7,3,Poor
STU02006,23,3,Civil,51.5,2.96,3.3,18.3,5,52.2,4,4,5,5.9,4,51.1,5,3,5.1,56.5,61.5,41.1,67.0,53.4,46.1,57.8,2,2,4,6,Good
STU02007,18,3,Electronics,50.0,1.95,4.9,29.1,5,58.2,4,5,4,2.6,5,47.1,5,4,4.6,32.1,56.7,26.0,30.8,31.9,34.1,50.1,3,2,5,6,Poor
STU02008,18,2,Mechanical,40.0,3.37,3.5,23.0,7,33.0,8,2,7,3.8,5,43.3,6,3,3.9,52.5,58.6,51.6,61.3,41.8,54.0,28.2,3,3,7,3,Average
STU02009,19,4,Mathematics,61.6,3.33,5.6,33.4,6,64.8,4,5,9,5.7,6,65.5,8,5,7.2,60.8,54.6,67.5,65.8,46.3,52.7,68.8,4,3,4,7,Good
STU02010,20,1,Computer Science,66.6,2.73,4.7,28.9,5,43.0,8,4,8,6.6,5,66.1,6,3,6.2,63.8,52.9,51.6,51.4,45.9,45.1,44.0,5,2,7,4,Good
STU02011,19,1,Physics,58.6,3.68,4.1,24.5,5,37.0,9,3,8,5.4,6,60.6,7,4,5.5,76.0,78.5,83.9,69.4,66.9,67.9,41.4,4,2,7,2,Good
STU02012,19,1,Electronics,75.9,4.0,5.9,34.4,6,55.6,6,4,11,12.9,7,73.7,8,4,6.9,83.5,73.1,69.3,45.5,75.1,70.8,52.0,4,2,7,3,Excellent
STU02013,19,1,Electronics,55.0,3.24,5.2,30.6,5,54.8,6,4,8,7.5,4,56.8,5,4,4.5,65.1,66.8,42.1,64.4,49.5,52.6,47.9,3,1,7,4,Good
STU02014,20,3,Physics,59.3,3.69,5.5,31.9,6,44.0,9,3,8,4.9,9,62.1,9,6,5.6,67.9,72.8,73.9,62.6,65.2,61.8,38.2,5,3,9,1,Good
STU02015,20,3,Electronics,47.9,3.51,4.2,26.7,5,58.3,5,6,7,5.7,5,58.3,5,4,4.9,60.6,75.8,64.5,73.9,54.5,60.4,62.2,3,3,4,6,Good
STU02016,19,4,Electronics,48.4,1.8,4.2,25.1,5,31.3,7,2,7,4.0,4,58.1,7,4,4.4,42.1,51.0,44.9,55.0,44.4,36.1,35.2,2,5,8,3,Average
STU02017,19,3,Civil,60.1,2.87,4.3,25.7,4,58.4,3,4,7,3.1,5,59.5,6,2,3.9,57.3,61.9,56.8,61.5,53.1,49.3,54.2,3,3,4,6,Good
STU02018,21,2,Mechanical,74.9,3.86,6.2,35.5,5,96.1,1,6,6,3.2,7,75.2,9,4,7.5,63.3,64.3,63.8,85.3,58.0,71.1,78.9,4,2,2,8,Excellent
STU02019,18,2,Mechanical,40.0,1.92,2.3,14.8,5,30.0,7,2,3,4.1,6,30.4,3,3,3.7,45.2,58.1,39.8,53.3,29.0,31.4,25.8,3,4,8,2,Poor
STU02020,20,4,Mechanical,67.4,2.91,5.6,34.7,5,73.9,5,6,9,3.6,6,71.7,9,4,6.6,69.5,44.2,44.3,41.7,39.2,41.9,62.1,4,3,4,7,Good
STU02021,23,2,Business,48.1,2.2,4.3,26.3,6,61.9,4,4,6,5.2,6,48.7,7,3,5.8,40.6,52.4,34.0,41.8,27.9,24.9,40.5,2,3,6,5,Poor
STU02022,20,2,Business,57.4,2.8,4.4,25.1,5,49.3,8,3,5,5.1,4,46.2,6,2,4.8,57.9,60.5,55.1,30.6,44.4,41.5,39.0,4,4,7,3,Average
STU02023,21,3,Computer Science,51.1,3.0,4.7,25.8,4,74.0,2,5,5,4.0,2,53.3,5,3,6.0,39.0,43.2,49.6,48.3,40.7,47.8,48.9,2,2,3,7,Average
STU02024,22,2,Electronics,51.1,3.5,3.4,19.0,5,73.9,3,5,6,6.0,5,55.2,7,3,5.1,53.4,68.2,69.3,67.4,47.9,59.9,66.4,2,3,3,7,Good
STU02025,20,2,Computer Science,50.2,2.65,5.7,34.4,4,80.7,3,6,3,1.3,3,65.7,6,6,5.8,41.9,48.4,30.2,31.0,38.8,47.0,62.8,3,1,2,7,Good
STU02026,18,2,Physics,58.3,2.38,4.2,25.3,4,53.5,6,4,9,9.5,5,55.8,5,3,5.2,58.4,43.8,34.9,38.6,37.8,29.4,46.7,4,4,6,4,Average
STU02027,18,3,Business,43.2,1.67,2.5,15.9,5,59.7,3,5,5,5.3,2,29.0,3,1,4.3,26.9,49.6,29.4,36.3,30.1,36.9,43.2,1,3,4,6,Poor
STU02028,20,1,Mechanical,46.3,2.8,3.7,23.3,6,49.1,7,4,7,3.9,6,59.2,5,2,5.3,45.4,53.7,40.7,38.6,53.7,43.2,40.3,3,2,6,4,Average
STU02029,21,1,Civil,71.3,3.45,4.5,25.0,5,60.1,4,4,6,3.7,6,61.0,10,4,5.8,67.5,74.0,77.3,57.1,63.3,59.8,58.3,4,1,5,5,Good
STU02030,18,3,Computer Science,56.2,3.58,4.4,26.3,6,62.3,3,5,5,4.5,4,51.5,4,3,5.4,52.2,72.7,65.3,64.8,45.8,58.4,55.0,3,2,4,5,Good
STU02031,22,3,Mathematics,82.1,4.0,7.4,45.4,6,77.0,1,7,8,5.3,8,79.0,11,3,8.4,68.4,85.1,70.8,82.2,71.6,72.9,84.2,5,4,3,8,Excellent
STU02032,19,3,Computer Science,65.6,3.29,5.4,32.2,4,60.1,6,5,5,4.0,5,63.4,7,3,5.7,55.2,52.4,48.9,39.3,51.9,49.5,48.3,3,1,6,4,Average
STU02033,19,1,Mathematics,59.3,3.85,6.7,43.0,6,68.4,3,6,8,7.5,8,75.5,9,4,6.9,71.7,67.5,69.6,64.8,57.1,48.6,70.0,5,3,4,7,Excellent
STU02034,19,1,Civil,40.0,2.03,3.0,16.3,5,30.0,8,1,4,3.4,2,31.8,4,1,3.0,43.5,65.7,58.5,50.5,35.6,27.9,27.7,2,4,8,3,Poor
STU02035,21,2,Business,44.2,2.51,4.4,26.1,5,41.7,6,4,7,4.7,5,47.0,6,3,5.7,59.4,54.7,38.5,44.1,45.2,36.3,46.2,3,3,6,3,Average
STU02036,18,2,Electronics,40.0,2.89,2.8,17.6,5,60.3,4,3,1,0.6,2,27.7,3,1,2.8,34.3,76.6,77.4,61.6,34.0,44.2,50.6,1,4,4,6,Average
STU02037,19,2,Civil,40.0,2.65,3.8,23.2,6,41.7,9,3,6,4.2,4,39.7,5,4,3.8,44.7,64.3,54.7,66.0,51.5,42.9,49.3,2,1,7,4,Average
STU02038,20,3,Civil,62.0,3.27,6.5,38.8,6,80.6,4,6,9,10.5,8,69.4,9,3,7.2,64.3,53.3,50.7,51.4,46.4,48.1,63.4,4,2,3,7,Good
STU02039,19,4,Computer Science,51.5,1.94,5.0,29.5,5,69.4,3,5,4,2.5,4,39.3,5,4,4.4,29.4,34.6,32.8,27.6,36.1,28.5,52.3,3,4,3,7,Poor
STU02040,19,1,Computer Science,58.0,3.73,5.6,32.1,4,62.1,4,5,6,1.8,6,54.5,7,3,5.2,54.0,65.3,57.8,54.2,57.9,48.8,56.9,3,3,5,5,Good
STU02041,20,2,Mathematics,40.0,1.65,1.9,11.3,4,39.1,9,2,4,4.3,3,30.3,2,2,3.2,30.1,52.0,44.5,34.9,29.1,27.8,20.0,2,1,8,3,Poor
STU02042,18,1,Computer Science,40.0,1.84,2.4,14.9,5,40.6,6,2,3,1.2,3,32.1,2,1,2.6,29.8,50.2,44.0,55.7,32.4,36.2,30.9,2,4,5,4,Poor
STU02043,19,4,Computer Science,69.6,3.37,5.0,29.5,5,68.5,4,6,9,6.0,5,66.2,8,4,6.6,72.0,54.8,61.0,48.3,58.8,57.5,64.4,5,2,5,5,Excellent
STU02044,18,3,Civil,44.0,2.56,4.9,29.8,5,56.9,5,5,6,5.7,5,52.9,5,2,5.5,51.2,50.8,40.7,47.8,46.4,50.8,47.5,3,1,4,5,Average
STU02045,19,2,Civil,40.0,1.58,1.6,9.6,4,32.6,7,1,1,0.5,3,23.8,3,1,2.6,26.6,60.5,47.5,50.1,28.6,38.5,24.0,2,3,7,3,Poor
STU02046,23,4,Mechanical,40.0,2.05,2.8,17.8,6,52.8,3,3,2,1.5,2,35.0,2,1,3.8,32.0,53.0,32.0,32.6,23.0,25.4,49.7,2,2,3,7,Average
STU02047,18,2,Computer Science,57.3,2.12,5.4,31.0,4,55.5,6,4,4,4.0,4,63.8,6,3,6.8,61.8,28.2,45.5,35.1,38.6,39.8,54.1,4,4,5,5,Average
STU02048,23,1,Mathematics,62.8,3.92,5.7,34.8,6,66.7,4,6,8,8.1,6,76.7,9,3,6.6,62.3,55.0,61.9,73.5,60.4,61.9,67.2,4,4,3,6,Good
STU02049,20,1,Business,56.5,2.93,4.7,28.1,5,80.5,0,4,5,3.3,3,54.2,6,3,6.8,31.0,43.7,43.7,52.0,38.2,40.3,65.3,3,2,1,9,Average
STU02050,18,1,Computer Science,63.9,2.83,5.1,30.3,4,61.8,3,5,6,6.1,7,76.4,7,4,6.3,65.8,56.9,53.1,52.6,48.6,51.0,60.6,5,3,3,6,Average
STU02051,18,4,Civil,53.7,3.06,4.0,23.1,4,52.4,6,3,8,3.2,4,47.8,6,3,5.7,50.6,73.2,64.2,58.2,53.7,44.2,47.2,4,2,6,3,Average
STU02052,19,4,Business,51.0,2.61,3.6,21.4,5,58.5,7,4,5,5.6,5,31.7,6,2,5.6,48.8,59.3,66.1,49.0,41.6,50.9,42.6,3,4,5,4,Average
STU02053,19,4,Electronics,64.3,2.27,4.6,27.8,5,64.1,5,5,8,8.8,3,66.9,10,3,6.0,65.6,35.4,49.8,37.9,30.3,33.6,54.4,4,2,4,6,Good
STU02054,20,1,Electronics,40.0,1.87,2.7,14.9,5,43.2,5,3,4,2.8,2,34.7,3,1,4.4,35.9,48.7,37.4,47.1,26.8,39.4,43.6,3,3,5,5,Poor
STU02055,19,1,Business,53.2,3.77,4.1,25.1,5,52.9,4,4,5,4.5,3,47.6,7,3,5.8,53.6,77.3,72.2,70.1,54.2,60.1,58.8,3,3,5,6,Good
STU02056,21,4,Computer Science,40.0,1.79,4.0,24.3,5,60.7,5,4,6,3.7,5,46.2,5,1,4.6,36.1,27.6,20.9,33.4,20.0,23.3,46.4,3,3,5,6,Poor
STU02057,18,3,Business,43.2,3.13,4.0,23.0,3,41.2,6,3,6,4.5,4,52.0,4,3,3.7,50.3,61.5,59.2,58.2,40.9,41.3,36.2,4,1,7,3,Average
STU02058,19,3,Computer Science,50.6,2.17,4.8,28.5,5,59.5,4,6,5,2.3,3,50.2,4,5,5.5,40.0,41.7,34.0,33.0,36.8,31.0,54.2,3,2,4,6,Average
STU02059,18,3,Computer Science,47.8,3.4,3.5,19.6,5,63.7,4,5,4,4.6,3,43.9,5,1,4.5,36.7,83.0,56.0,70.5,48.6,54.7,61.5,2,3,2,8,Good
STU02060,18,3,Computer Science,50.4,2.48,4.2,24.3,5,40.5,6,3,9,8.7,6,61.2,6,5,4.0,59.6,57.9,46.3,43.8,43.0,38.4,38.9,5,2,8,4,Average
STU02061,19,2,Electronics,71.1,3.0,5.9,35.5,5,65.9,6,5,10,6.9,9,79.4,11,4,6.7,80.7,52.9,59.1,61.8,56.1,48.2,54.3,5,2,5,5,Good
STU02062,21,1,Mathematics,63.5,3.71,5.5,34.4,5,58.6,4,5,7,6.1,6,67.6,6,4,6.1,57.3,38.3,61.6,54.6,51.8,48.1,57.8,4,2,5,6,Good
STU02063,18,3,Business,68.9,2.69,4.6,29.7,5,67.0,4,5,8,6.8,4,54.3,8,3,5.8,58.7,31.3,45.2,46.4,41.2,43.7,47.6,3,3,4,6,Average
STU02064,19,2,Electronics,55.8,2.95,4.5,26.6,4,42.4,7,3,8,4.2,7,62.4,6,3,4.4,68.3,66.6,49.3,53.5,44.6,51.9,47.1,3,4,7,4,Good
STU02065,19,4,Computer Science,73.6,2.73,6.7,41.8,7,87.3,2,7,9,6.7,7,70.6,10,6,7.7,64.8,40.5,34.4,39.5,58.1,39.8,72.0,5,2,2,8,Good
STU02066,20,1,Electronics,88.5,4.0,8.3,47.8,5,90.7,1,7,8,4.3,6,78.9,11,5,7.7,71.1,72.0,68.8,64.0,61.2,63.9,83.4,5,3,1,9,Excellent
STU02067,19,2,Computer Science,47.1,2.92,2.8,16.9,5,40.3,8,3,7,8.4,4,44.9,4,3,4.3,63.2,40.0,44.4,47.2,40.0,46.0,31.7,3,1,6,3,Average
STU02068,19,2,Physics,40.6,2.21,3.3,19.1,4,33.8,7,3,6,2.8,5,44.0,2,2,4.1,50.2,52.0,53.3,51.9,33.3,32.9,30.5,3,4,8,2,Average
STU02069,20,4,Mathematics,46.1,3.34,3.1,18.2,6,42.7,8,3,7,3.7,4,50.9,7,3,4.8,65.8,72.7,81.3,50.6,57.8,51.9,40.2,3,3,6,3,Average
STU02070,18,3,Civil,46.5,2.82,3.6,21.2,5,58.6,3,4,5,4.7,3,41.3,4,2,4.3,44.1,73.4,57.8,79.3,40.7,44.6,52.0,3,5,5,6,Good
STU02071,18,1,Physics,40.0,2.94,2.8,16.9,6,51.8,4,3,4,1.6,2,34.8,3,2,4.1,42.2,72.0,71.2,66.8,42.6,52.3,42.6,2,1,5,6,Average
STU02072,19,3,Mathematics,74.3,2.77,5.8,33.9,5,90.4,1,6,7,5.9,6,65.1,7,4,7.2,52.3,36.2,27.9,33.3,33.0,42.3,67.8,4,1,2,7,Average
STU02073,18,3,Mechanical,56.8,2.09,4.6,27.9,5,30.4,8,4,9,5.9,6,52.8,5,6,5.2,53.5,30.5,32.3,16.2,31.8,32.3,31.3,4,1,7,3,Average
STU02074,19,1,Computer Science,40.0,3.04,2.7,16.2,5,38.7,6,3,4,2.7,5,34.7,3,2,3.1,42.0,61.2,72.8,66.5,55.1,44.4,43.4,3,2,7,3,Average
STU02075,19,3,Business,54.0,2.46,3.9,23.1,5,62.2,4,5,4,1.1,5,42.2,7,3,5.3,45.4,47.3,60.1,55.8,38.7,36.9,53.4,3,2,4,5,Average
STU02076,19,1,Electronics,60.5,3.5,5.5,31.9,6,90.4,2,6,6,5.6,6,65.2,9,3,6.3,65.1,60.8,45.4,52.5,44.2,48.1,78.6,3,2,1,8,Good
STU02077,22,2,Computer Science,40.0,2.48,3.1,17.6,5,46.3,5,4,5,4.5,2,32.1,5,2,4.2,46.1,56.6,46.1,51.9,38.6,33.0,46.5,1,3,5,5,Average
STU02078,19,1,Computer Science,52.2,3.45,6.0,35.8,5,73.8,3,7,6,6.1,8,68.1,7,3,6.3,61.5,58.7,56.7,49.4,54.9,55.5,73.9,3,4,2,9,Good
STU02079,19,2,Electronics,56.7,3.05,4.3,24.0,5,64.1,1,6,5,4.0,3,45.7,6,4,6.0,54.0,54.1,45.5,50.5,36.4,35.0,62.5,3,2,2,9,Good
STU02080,20,2,Mechanical,73.6,3.72,7.1,43.4,5,78.1,1,6,10,8.3,6,78.5,8,5,7.7,75.4,59.7,54.1,57.2,57.8,68.5,74.4,4,3,1,8,Excellent
STU02081,23,3,Mathematics,66.8,3.87,6.6,40.8,5,63.4,5,5,8,5.1,6,60.7,9,3,6.3,79.0,66.1,67.4,50.6,65.7,55.4,57.2,5,4,5,5,Good
STU02082,18,3,Electronics,68.6,3.93,5.7,34.7,5,69.1,7,5,9,4.4,7,78.7,8,3,6.2,76.6,69.5,73.0,73.2,62.1,58.4,65.6,5,3,5,5,Good
STU02083,18,3,Computer Science,41.4,1.79,3.2,19.0,4,36.6,8,2,5,4.9,3,33.8,3,4,3.0,44.4,54.8,49.2,33.6,35.2,22.2,27.0,3,4,7,2,Poor
STU02084,20,3,Mechanical,67.1,2.98,5.0,29.7,5,69.0,6,5,6,5.8,9,74.8,6,3,6.3,62.0,75.2,60.4,33.6,45.5,50.1,50.8,4,3,6,4,Good
STU02085,18,3,Mechanical,45.9,2.03,4.2,26.1,5,53.0,6,4,7,4.4,4,51.2,5,2,4.8,46.1,44.6,29.0,38.1,38.1,29.8,37.7,4,3,7,3,Poor
